3.268018447099999776e+03 0.000000000000000000e+00
3.268216481309999836e+03 0.000000000000000000e+00
3.268414515540000139e+03 0.000000000000000000e+00
3.268612549760000093e+03 0.000000000000000000e+00
3.268810583989999941e+03 0.000000000000000000e+00
3.269008618209999895e+03 0.000000000000000000e+00
3.269206652440000198e+03 0.000000000000000000e+00
3.269404686660000152e+03 0.000000000000000000e+00
3.269602720890000001e+03 0.000000000000000000e+00
3.269800755109999955e+03 0.000000000000000000e+00
3.269998789339999803e+03 0.000000000000000000e+00
3.270196823560000212e+03 0.000000000000000000e+00
3.270394857780000166e+03 0.000000000000000000e+00
3.270592892000000120e+03 0.000000000000000000e+00
3.270790926229999968e+03 0.000000000000000000e+00
3.270988960449999922e+03 0.000000000000000000e+00
3.271187984860000142e+03 0.000000000000000000e+00
3.271386019070000202e+03 0.000000000000000000e+00
3.271584053300000051e+03 0.000000000000000000e+00
3.271782087520000005e+03 0.000000000000000000e+00
3.271980121749999853e+03 0.000000000000000000e+00
3.272178155969999807e+03 -3.466435892589999967e-18
3.272376190200000110e+03 -5.512922878400000089e-18
3.272574224420000064e+03 -5.512778715379999876e-18
3.272772258649999912e+03 -5.512634641860000272e-18
3.272970292869999867e+03 -7.719286839799999764e-18
3.273168327100000170e+03 -7.719085340360000636e-18
3.273366361330000018e+03 -7.718883966090000394e-18
3.273564395540000078e+03 -7.718682716940000357e-18
3.273762429769999926e+03 -7.718481592839999903e-18
3.273960463989999880e+03 -7.718280593729999382e-18
3.274158498220000183e+03 -8.567132849779999357e-18
3.274356532440000137e+03 -8.566910016389999678e-18
3.274554566669999986e+03 -7.717678345759999763e-18
3.274752600889999940e+03 -5.511198820720000252e-18
3.274950635119999788e+03 -3.465171189000000106e-18
3.275148669350000091e+03 -3.465081273620000099e-18
3.275346703570000045e+03 -5.510769812700000299e-18
3.275544737799999893e+03 -5.510626987920000093e-18
3.275742772019999848e+03 -5.510484252019999735e-18
3.275940806239999802e+03 -5.510341604930000146e-18
3.276138840460000210e+03 -5.510199046640000357e-18
3.276336874690000059e+03 -7.715878331990000232e-18
3.276534908919999907e+03 -5.509914196220000035e-18
3.276732943139999861e+03 -3.464363961900000140e-18
3.276930977370000164e+03 -5.509629700429999916e-18
3.277130001760000141e+03 -5.509486875050000117e-18
3.277328035989999989e+03 -8.628608769329999975e-18
3.277526070209999943e+03 -1.353827355699999949e-17
3.277724104439999792e+03 -8.628164309069999507e-18
3.277922138660000201e+03 -8.627942286620000125e-18
3.278120172890000049e+03 -1.353722847140000026e-17
3.278318207119999897e+03 -1.353688054360000044e-17
3.278516241339999851e+03 -8.627277049140000053e-18
3.278714275570000154e+03 -1.353618533850000032e-17
3.278912309780000214e+03 -8.626834248350000388e-18
3.279110344010000063e+03 -1.353549100010000034e-17
3.279308378239999911e+03 -8.626391999580000752e-18
3.279506412459999865e+03 -8.626171082039999450e-18
3.279704446690000168e+03 -8.625950302269999266e-18
3.279902480910000122e+03 -1.353410491939999991e-17
3.280100515139999970e+03 -8.625509155860000213e-18
3.280298549369999819e+03 -5.507225049980000178e-18
3.280496583589999773e+03 -3.223952646389999809e-18
3.280694617820000076e+03 -5.506943906030000385e-18
3.280892652049999924e+03 -5.506803465630000264e-18
3.281090686269999878e+03 -5.506663112910000036e-18
3.281288720489999832e+03 -8.624189016179999283e-18
3.281486754709999786e+03 -1.169890937410000067e-17
3.281684788940000089e+03 -1.169861173750000009e-17
3.281882823169999938e+03 -1.525616022740000125e-17
3.282080857389999892e+03 -1.525577255439999947e-17
3.282278891620000195e+03 -1.525538512340000082e-17
3.282476925850000043e+03 -1.169742304889999935e-17
3.282674960069999997e+03 -1.169712634060000074e-17
3.282872994299999846e+03 -1.525422428189999983e-17
3.283071028530000149e+03 -1.169653347999999940e-17
3.283270052920000126e+03 -1.169623584720000035e-17
3.283468087149999974e+03 -1.525306368539999993e-17
3.283666121369999928e+03 -1.169564409900000028e-17
3.283864155599999776e+03 -8.621344540630000078e-18
3.284062189820000185e+03 -1.169505309019999998e-17
3.284260224040000139e+03 -8.620909144820000507e-18
3.284458258269999988e+03 -7.336321523000000351e-18
3.284656292489999942e+03 -7.336136548629999669e-18
3.284854326719999790e+03 -7.335951689889999420e-18
3.285052360950000093e+03 -7.335766946729999381e-18
3.285250395170000047e+03 -7.335582319089999901e-18
3.285448429399999895e+03 -7.335397806889999390e-18
3.285646463630000198e+03 -7.335213410069999739e-18
3.285844497850000153e+03 -2.939076891149999898e-18
3.286042532080000001e+03 -2.939003097480000043e-18
3.286240566309999849e+03 -7.334660911299999615e-18
3.286438600529999803e+03 -2.938855648580000123e-18
3.286636634750000212e+03 -2.938781993299999835e-18
3.286834668980000060e+03 -7.334109448659999485e-18
3.287032703200000014e+03 -7.333925857730000734e-18
3.287230737429999863e+03 -2.938561303809999961e-18
3.287428771660000166e+03 -4.554188967759999541e-19
3.287626805890000014e+03 7.414841336599999536e-18
3.287824840109999968e+03 -4.553961444340000331e-19
3.288022874339999817e+03 7.414471119970000759e-18
3.288220908570000120e+03 8.176345389990000565e-18
3.288418942790000074e+03 7.414101366579999527e-18
3.288616977019999922e+03 -4.553507251189999953e-19
3.288815011239999876e+03 -4.553393880509999752e-19
3.289013045459999830e+03 -4.553280580810000318e-19
3.289212069870000050e+03 7.413362325850000352e-18
3.289410104099999899e+03 -4.553053628500000361e-19
3.289608138309999958e+03 -4.552940541790000368e-19
3.289806172539999807e+03 -4.552827525870000450e-19
3.290004206770000110e+03 7.412626055429999990e-18
3.290202240990000064e+03 -4.552601706269999601e-19
3.290400275219999912e+03 -4.552488902499999964e-19
3.290598309450000215e+03 -4.552376169349999528e-19
3.290796343680000064e+03 -4.552263506800000399e-19
3.290994377900000018e+03 5.924638393600000075e-18
3.291192412129999866e+03 8.743054392800000603e-18
3.291390446360000169e+03 8.742838409230000244e-18
3.291588480580000123e+03 1.137271930440000037e-17
3.291786514800000077e+03 1.137243869689999947e-17
3.291984549029999926e+03 1.768302841629999959e-17
3.292182583259999774e+03 1.768259263479999990e-17
3.292380617480000183e+03 1.768215712629999974e-17
3.292578651710000031e+03 1.137131802340000048e-17
3.292776685939999879e+03 1.137103829359999943e-17
3.292974720170000182e+03 1.768085223649999862e-17
3.293172754390000136e+03 1.777776975750000108e-17
3.293370788619999985e+03 1.777733322059999965e-17
