3267.8570492046783	0.0
3268.055083423859	0.0
3268.253117652942	0.0
3268.4511518721224	0.0
3268.6491861012055	0.0
3268.847220320386	0.0
3269.0452545494695	0.0
3269.24328876865	0.0
3269.441322997733	0.0
3269.639357216914	0.0
3269.8373914459967	0.0
3270.0354256651776	0.0
3270.2334598942607	0.0
3270.431494113441	0.0
3270.6295283425243	0.0
3270.827562561705	0.0
3271.0255967907883	0.0
3271.223631009969	0.0
3271.421665239052	0.0
3271.6206896319527	0.0
3271.818723861036	0.0
3272.0167580802163	3.9628123176531395e-20
3272.2147923092994	1.1919529975281713e-19
3272.41282652848	6.019140303021252e-18
3272.610860757563	6.0189829197236815e-18
3272.808894976744	9.581181461568815e-18
3273.0069292058265	1.0025831074035389e-17
3273.2049634250075	9.58068117195426e-18
3273.402997654091	9.580431260195529e-18
3273.6010318732715	9.580181503721118e-18
3273.7990661023546	6.018040670572294e-18
3273.9971003314377	2.9944820230491984e-18
3274.195134550618	1.191642020616621e-19
3274.393168779701	1.1916110291073016e-19
3274.5912029988817	3.961468717853171e-20
3274.789237227965	3.9613658130896976e-20
3274.9872714471453	1.1915181701596306e-19
3275.185305676229	1.191487255670723e-19
3275.3833398954093	-3.1123292624798188e-18
3275.5813741244924	-1.0085708685021715e-17
3275.7794083535755	-1.0085447474463674e-17
3275.977442572756	-3.1120874493488946e-18
3276.175476801839	-5.980858837689187e-18
3276.37351102102	-1.0084664817871552e-17
3276.571545250103	-1.0084404257083476e-17
3276.7695794692836	-1.0084143858549954e-17
3276.967613698367	-5.98024092838834e-18
3277.1666380912675	-3.111604775026864e-18
3277.364672320351	2.993163482969801e-18
3277.562706549434	2.9930863784353107e-18
3277.7607407686146	2.9930093219442003e-18
3277.9587749976977	5.807065538944763e-18
3278.156809216878	2.992855352979652e-18
3278.3548434459613	2.9927784404575524e-18
3278.5528776750443	2.992701575877654e-18
3278.750911894225	5.8064688038797685e-18
3278.9489461233084	5.8063198525417446e-18
3279.146980342489	5.80617099408873e-18
3279.345014571572	6.013688957457645e-18
3279.543048800655	8.084600005872226e-18
3279.7410830198355	9.288313462726694e-18
3279.9391172489186	9.288075904490164e-18
3280.137151468099	9.287838494472126e-18
3280.335185697182	9.61126584389733e-18
3280.5332199262657	9.611020466842712e-18
3280.731254145446	1.0015744044336869e-17
3280.9292883745293	9.61053017205839e-18
3281.1273225937102	9.610285254167532e-18
3281.325356822793	9.286417142316032e-18
3281.523391051876	9.286180767559363e-18
3281.721425271057	9.285944540398288e-18
